ActivityCode,UserID,WorkCode,AssignmentID,ProductID,Quantity,Timestamp,LocationID
PickPut,501,20,8036821,46538.0,1.0,2025-12-02 00:03:34.697,2921339.0
PickPut,501,20,8036822,46538.0,1.0,2025-12-02 00:03:34.897,2921339.0
PickPut,501,20,8036823,46538.0,1.0,2025-12-02 00:03:35.163,2921339.0
PickPut,439,30,8035791,23592.0,2.0,2025-12-02 00:03:40.500,9368.0
PickPut,476,20,8036487,50635.0,1.0,2025-12-02 00:03:42.337,578236.0
PickPut,475,20,8037411,56234.0,1.0,2025-12-02 00:04:00.653,3911879.0
PickPut,475,20,8037412,56234.0,1.0,2025-12-02 00:04:02.193,3911879.0
PickPut,480,30,8035785,28688.0,9.0,2025-12-02 00:04:02.240,1216.0
PickPut,475,20,8037413,56234.0,1.0,2025-12-02 00:04:02.393,3911879.0
PickPut,475,20,8037414,56234.0,1.0,2025-12-02 00:04:02.583,3911879.0
PickPut,475,20,8037415,56234.0,1.0,2025-12-02 00:04:02.757,3911879.0
PickPut,475,20,8037416,56234.0,1.0,2025-12-02 00:04:02.973,3911879.0
PickPut,476,20,8036519,56545.0,1.0,2025-12-02 00:04:08.070,5575.0
PickPut,439,30,8035791,28688.0,7.0,2025-12-02 00:04:12.783,1216.0
PickPut,414,30,8035756,46505.0,1.0,2025-12-02 00:04:13.173,306015.0
PickPut,217,20,8037028,30922.0,1.0,2025-12-02 00:04:16.433,118460.0
PickPut,501,20,8036824,21971.0,1.0,2025-12-02 00:04:28.220,107735.0
PickPut,501,20,8036825,21971.0,1.0,2025-12-02 00:04:28.417,107735.0
PickPut,476,20,8036488,30046.0,1.0,2025-12-02 00:04:37.350,5577.0
PickPut,480,30,8035776,186.0,15.0,2025-12-02 00:04:39.090,13138.0
PickPut,480,30,8035776,43666.0,1.0,2025-12-02 00:04:54.683,10484.0
PickPut,143,30,8035748,58.0,4.0,2025-12-02 00:04:56.307,1921.0
PickPut,501,20,8036827,50442.0,1.0,2025-12-02 00:04:56.850,9957.0
PickPut,467,30,8032636,6692.0,14.0,2025-12-02 00:04:57.203,2670.0
PickPut,475,20,8037502,288.0,1.0,2025-12-02 00:05:01.427,4172515.0
PickPut,414,30,8035756,1205.0,6.0,2025-12-02 00:05:04.100,447.0
PickPut,439,30,8035791,58.0,3.0,2025-12-02 00:05:04.513,1921.0
PickPut,143,30,8035748,41979.0,4.0,2025-12-02 00:05:16.193,9318.0
PickPut,439,30,8035791,186.0,8.0,2025-12-02 00:05:17.600,13138.0
PickPut,414,30,8035756,49509.0,3.0,2025-12-02 00:05:31.203,10228.0
PickPut,444,20,8036596,37266.0,1.0,2025-12-02 00:05:35.200,6508.0
PickPut,444,20,8036597,37266.0,1.0,2025-12-02 00:05:35.407,6508.0
PickPut,444,20,8036598,37266.0,1.0,2025-12-02 00:05:35.607,6508.0
PickPut,444,20,8036599,37266.0,1.0,2025-12-02 00:05:35.810,6508.0
PickPut,64,20,8037046,46362.0,1.0,2025-12-02 00:05:35.863,4942.0
PickPut,444,20,8036600,37266.0,1.0,2025-12-02 00:05:36.013,6508.0
PickPut,444,20,8036601,37266.0,1.0,2025-12-02 00:05:36.217,6508.0
PickPut,444,20,8036602,37266.0,1.0,2025-12-02 00:05:36.390,6508.0
PickPut,444,20,8036603,37266.0,1.0,2025-12-02 00:05:36.587,6508.0
PickPut,480,30,8035715,5597.0,3.0,2025-12-02 00:05:38.247,17783.0
PickPut,439,30,8035791,43666.0,2.0,2025-12-02 00:05:43.797,10484.0
PickPut,414,30,8035756,3724.0,1.0,2025-12-02 00:05:45.780,3197.0
PickPut,475,20,8037450,368.0,1.0,2025-12-02 00:05:51.300,3990215.0
PickPut,475,20,8037451,368.0,1.0,2025-12-02 00:05:51.520,3990215.0
PickPut,475,20,8037452,368.0,1.0,2025-12-02 00:05:51.680,3990215.0
PickPut,475,20,8037453,368.0,1.0,2025-12-02 00:05:51.947,3990215.0
PickPut,480,30,8035735,41792.0,6.0,2025-12-02 00:05:56.783,39113.0
PickPut,439,30,8035824,43666.0,10.0,2025-12-02 00:06:03.587,10484.0
PickPut,435,20,8036777,288.0,1.0,2025-12-02 00:06:04.813,70580.0
PickPut,435,20,8036778,288.0,1.0,2025-12-02 00:06:05.043,70580.0
PickPut,435,20,8036795,288.0,1.0,2025-12-02 00:06:05.247,70580.0
PickPut,435,20,8036796,288.0,1.0,2025-12-02 00:06:05.413,70580.0
PickPut,480,30,8035744,3611.0,1.0,2025-12-02 00:06:22.610,3336.0
PickPut,439,30,8035791,41205.0,4.0,2025-12-02 00:06:22.843,64940.0
PickPut,476,20,8036483,46538.0,1.0,2025-12-02 00:06:24.257,5740.0
PickPut,476,20,8036484,46538.0,1.0,2025-12-02 00:06:24.427,5740.0
PickPut,476,20,8036485,46538.0,1.0,2025-12-02 00:06:24.647,5740.0
PickPut,64,20,8036817,4616.0,1.0,2025-12-02 00:06:31.250,5543.0
PickPut,439,30,8035791,42013.0,6.0,2025-12-02 00:06:36.733,3791.0
PickPut,480,30,8035744,41979.0,6.0,2025-12-02 00:06:44.950,9318.0
PickPut,217,20,8037029,31120.0,1.0,2025-12-02 00:06:46.127,33283.0
PickPut,217,20,8037030,31120.0,1.0,2025-12-02 00:06:46.317,33283.0
PickPut,217,20,8037031,31120.0,1.0,2025-12-02 00:06:46.523,33283.0
PickPut,217,20,8037032,31120.0,1.0,2025-12-02 00:06:46.730,33283.0
PickPut,217,20,8037033,31120.0,1.0,2025-12-02 00:06:46.937,33283.0
PickPut,217,20,8037034,31120.0,1.0,2025-12-02 00:06:47.097,33283.0
PickPut,217,20,8037035,31120.0,1.0,2025-12-02 00:06:47.300,33283.0
PickPut,217,20,8037036,31120.0,1.0,2025-12-02 00:06:47.463,33283.0
PickPut,217,20,8037037,31120.0,1.0,2025-12-02 00:06:47.653,33283.0
PickPut,217,20,8037038,31120.0,1.0,2025-12-02 00:06:52.820,33283.0
PickPut,217,20,8037039,31120.0,1.0,2025-12-02 00:06:53.340,33283.0
PickPut,217,20,8037040,31120.0,1.0,2025-12-02 00:06:53.650,33283.0
PickPut,217,20,8037041,31120.0,1.0,2025-12-02 00:06:54.050,33283.0
PickPut,217,20,8037042,31120.0,1.0,2025-12-02 00:06:54.500,33283.0
PickPut,217,20,8037043,31120.0,1.0,2025-12-02 00:06:54.790,33283.0
PickPut,414,30,8032636,1909.0,4.0,2025-12-02 00:06:57.923,18192.0
PickPut,497,20,8036559,48392.0,1.0,2025-12-02 00:06:58.517,105973.0
PickPut,217,20,8037044,31120.0,1.0,2025-12-02 00:06:58.550,33283.0
PickPut,497,20,8036560,48392.0,1.0,2025-12-02 00:06:58.690,105973.0
PickPut,217,20,8037045,31120.0,1.0,2025-12-02 00:06:58.740,33283.0
PickPut,497,20,8036561,48392.0,1.0,2025-12-02 00:06:58.877,105973.0
PickPut,497,20,8036562,48392.0,1.0,2025-12-02 00:06:59.077,105973.0
PickPut,143,30,8035870,11805.0,15.0,2025-12-02 00:07:00.590,1196.0
PickPut,476,20,8036520,143.0,1.0,2025-12-02 00:07:10.200,230.0
PickPut,476,20,8036522,143.0,1.0,2025-12-02 00:07:10.430,230.0
PickPut,444,20,8036648,43537.0,1.0,2025-12-02 00:07:17.967,134794.0
PickPut,476,20,8036486,3961.0,1.0,2025-12-02 00:07:18.867,6805.0
PickPut,435,20,8036800,43391.0,1.0,2025-12-02 00:07:21.217,26049.0
PickPut,143,30,8035870,1205.0,4.0,2025-12-02 00:07:25.517,447.0
PickPut,475,20,8037454,1140.0,1.0,2025-12-02 00:07:30.407,3990522.0
PickPut,475,20,8037455,1140.0,1.0,2025-12-02 00:07:30.650,3990522.0
PickPut,475,20,8037456,1140.0,1.0,2025-12-02 00:07:30.960,3990522.0
PickPut,475,20,8037457,1140.0,1.0,2025-12-02 00:07:31.173,3990522.0
PickPut,414,30,8035785,29534.0,1.0,2025-12-02 00:07:44.060,10766.0
PickPut,475,20,8037458,5107.0,1.0,2025-12-02 00:07:45.243,4011624.0
PickPut,143,30,8035870,50581.0,1.0,2025-12-02 00:07:46.807,129.0
PickPut,414,30,8035785,49509.0,1.0,2025-12-02 00:08:08.780,10228.0
PickPut,501,20,8036828,723.0,1.0,2025-12-02 00:08:15.550,1307.0
PickPut,143,30,8035870,3724.0,1.0,2025-12-02 00:08:15.670,3197.0
PickPut,90,30,8033653,25565.0,5.0,2025-12-02 00:08:21.717,69229.0
PickPut,497,20,8036563,54400.0,1.0,2025-12-02 00:08:23.710,197324.0
PickPut,497,20,8036564,54400.0,1.0,2025-12-02 00:08:24.277,197324.0
PickPut,444,20,8036595,51949.0,1.0,2025-12-02 00:08:32.713,30515.0
PickPut,414,30,8035785,3724.0,1.0,2025-12-02 00:08:33.523,3197.0
PickPut,435,20,8036801,9030.0,1.0,2025-12-02 00:08:35.400,18447.0
PickPut,439,30,8035735,1192.0,10.0,2025-12-02 00:08:49.353,1220.0
PickPut,476,20,8036523,256.0,1.0,2025-12-02 00:08:51.170,93124.0
PickPut,502,30,8033682,39503.0,4.0,2025-12-02 00:08:53.107,4289426.0
PickPut,501,20,8036829,724.0,1.0,2025-12-02 00:08:54.870,4919.0
PickPut,143,30,8035870,41925.0,30.0,2025-12-02 00:09:03.667,298.0
PickPut,497,20,8036565,54934.0,1.0,2025-12-02 00:09:34.073,1728.0
PickPut,64,20,8037015,27643.0,1.0,2025-12-02 00:09:50.157,77730.0
PickPut,439,30,8035785,41728.0,4.0,2025-12-02 00:09:52.653,2029.0
PickPut,501,20,8036830,4616.0,1.0,2025-12-02 00:09:52.853,5543.0
PickPut,480,30,8035771,28688.0,15.0,2025-12-02 00:10:09.137,1216.0
PickPut,439,30,8035785,1192.0,6.0,2025-12-02 00:10:13.220,1220.0
PickPut,414,30,8035824,23856.0,100.0,2025-12-02 00:10:20.380,437.0
PickPut,90,30,8032649,5657.0,1.0,2025-12-02 00:10:28.217,8797.0
PickPut,497,20,8036566,3383.0,1.0,2025-12-02 00:10:35.187,521913.0
PickPut,64,20,8036981,4105.0,1.0,2025-12-02 00:10:41.570,2155.0
PickPut,444,20,8036587,50539.0,1.0,2025-12-02 00:10:42.533,199835.0
PickPut,435,20,8036779,4777.0,1.0,2025-12-02 00:10:43.757,33832.0
PickPut,435,20,8036780,4777.0,1.0,2025-12-02 00:10:44.067,33832.0
PickPut,435,20,8036781,4777.0,1.0,2025-12-02 00:10:44.557,33832.0
PickPut,435,20,8036782,4777.0,1.0,2025-12-02 00:10:45.150,33832.0
PickPut,414,30,8035824,7544.0,4.0,2025-12-02 00:10:46.403,18551.0
PickPut,501,20,8036837,54733.0,1.0,2025-12-02 00:10:46.403,9732.0
PickPut,439,30,8035785,34352.0,8.0,2025-12-02 00:10:53.543,815.0
PickPut,414,30,8035744,1206.0,2.0,2025-12-02 00:11:12.693,31219.0
PickPut,414,30,8035744,40295.0,5.0,2025-12-02 00:11:49.930,3002.0
PickPut,64,20,8037047,4777.0,1.0,2025-12-02 00:11:50.930,33832.0
PickPut,64,20,8037048,4777.0,1.0,2025-12-02 00:11:51.340,33832.0
PickPut,64,20,8037049,4777.0,1.0,2025-12-02 00:11:51.760,33832.0
PickPut,64,20,8037050,4777.0,1.0,2025-12-02 00:11:52.107,33832.0
PickPut,501,20,8036831,53258.0,1.0,2025-12-02 00:11:56.133,631634.0
PickPut,501,20,8036832,53258.0,1.0,2025-12-02 00:11:56.880,631634.0
PickPut,444,20,8036588,4714.0,1.0,2025-12-02 00:12:05.550,9093.0
PickPut,444,20,8036589,4714.0,1.0,2025-12-02 00:12:05.990,9093.0
PickPut,444,20,8036590,4714.0,1.0,2025-12-02 00:12:06.473,9093.0
PickPut,217,20,8037116,3644.0,1.0,2025-12-02 00:12:06.700,2430.0
PickPut,435,20,8036802,56815.0,1.0,2025-12-02 00:12:11.507,5172.0
PickPut,414,30,8035776,57286.0,3.0,2025-12-02 00:12:15.490,440.0
PickPut,414,30,8035748,57286.0,10.0,2025-12-02 00:12:28.030,440.0
PickPut,501,20,8036838,53808.0,1.0,2025-12-02 00:12:38.810,21039.0
PickPut,217,20,8036982,3746.0,1.0,2025-12-02 00:12:47.523,1610.0
PickPut,497,20,8036567,5405.0,1.0,2025-12-02 00:12:51.757,234667.0
PickPut,497,20,8036568,5405.0,1.0,2025-12-02 00:12:51.960,234667.0
PickPut,414,30,8035791,46504.0,1.0,2025-12-02 00:12:52.143,2553.0
PickPut,497,20,8036569,5405.0,1.0,2025-12-02 00:12:52.170,234667.0
PickPut,414,30,8035744,41601.0,4.0,2025-12-02 00:13:14.097,796.0
PickPut,501,20,8036833,46538.0,1.0,2025-12-02 00:13:18.973,2921339.0
PickPut,501,20,8036834,46538.0,1.0,2025-12-02 00:13:22.663,2921339.0
PickPut,217,20,8036983,44916.0,1.0,2025-12-02 00:13:23.147,166587.0
PickPut,414,30,8035744,4377.0,2.0,2025-12-02 00:13:44.710,1904.0
PickPut,439,30,8033678,649.0,4.0,2025-12-02 00:13:53.283,813.0
PickPut,435,20,8036803,56545.0,1.0,2025-12-02 00:14:06.770,5575.0
PickPut,143,30,8037899,1349.0,2.0,2025-12-02 00:14:19.930,4371.0
PickPut,414,30,8035776,34018.0,8.0,2025-12-02 00:14:20.233,604511.0
PickPut,444,20,8036733,19219.0,1.0,2025-12-02 00:14:34.443,4676047.0
PickPut,501,20,8036840,143.0,1.0,2025-12-02 00:14:39.337,230.0
PickPut,501,20,8036841,143.0,1.0,2025-12-02 00:14:39.670,230.0
PickPut,414,30,8035791,34018.0,8.0,2025-12-02 00:14:44.467,604511.0
PickPut,480,30,8033867,28688.0,22.0,2025-12-02 00:14:45.370,1216.0
PickPut,497,20,8036570,24999.0,1.0,2025-12-02 00:14:47.783,53573.0
PickPut,64,20,8037051,1531.0,1.0,2025-12-02 00:14:52.773,2159.0
PickPut,461,30,8035145,55716.0,2.0,2025-12-02 00:14:54.473,4710990.0
PickPut,435,20,8036815,55474.0,1.0,2025-12-02 00:14:57.673,2767.0
PickPut,475,20,8037329,47450.0,1.0,2025-12-02 00:14:58.220,5275408.0
PickPut,414,30,8035744,45489.0,2.0,2025-12-02 00:15:04.897,77735.0
PickPut,439,30,8033678,33453.0,13.0,2025-12-02 00:15:17.810,3815.0
PickPut,444,20,8036741,13614.0,1.0,2025-12-02 00:15:25.013,4318794.0
PickPut,217,20,8037055,46538.0,1.0,2025-12-02 00:15:25.030,2921339.0
PickPut,217,20,8037056,46538.0,1.0,2025-12-02 00:15:25.233,2921339.0
PickPut,217,20,8037057,46538.0,1.0,2025-12-02 00:15:25.433,2921339.0
PickPut,217,20,8037058,46538.0,1.0,2025-12-02 00:15:25.670,2921339.0
PickPut,217,20,8037059,46538.0,1.0,2025-12-02 00:15:25.880,2921339.0
PickPut,64,20,8037052,53418.0,1.0,2025-12-02 00:15:37.947,4708.0
PickPut,439,30,8037898,42013.0,8.0,2025-12-02 00:15:42.313,3791.0
PickPut,475,20,8037337,7160.0,1.0,2025-12-02 00:15:42.733,6239800.0
PickPut,476,20,8036934,288.0,1.0,2025-12-02 00:15:47.840,70580.0
PickPut,476,20,8036935,288.0,1.0,2025-12-02 00:15:48.080,70580.0
PickPut,476,20,8036944,288.0,1.0,2025-12-02 00:15:48.457,70580.0
PickPut,476,20,8036945,288.0,1.0,2025-12-02 00:15:48.763,70580.0
PickPut,476,20,8036960,288.0,1.0,2025-12-02 00:15:48.970,70580.0
PickPut,476,20,8036961,288.0,1.0,2025-12-02 00:15:49.143,70580.0
PickPut,476,20,8036962,288.0,1.0,2025-12-02 00:15:49.353,70580.0
PickPut,476,20,8036963,288.0,1.0,2025-12-02 00:15:49.550,70580.0
PickPut,476,20,8036964,288.0,1.0,2025-12-02 00:15:49.743,70580.0
PickPut,476,20,8036965,288.0,1.0,2025-12-02 00:15:49.950,70580.0
PickPut,414,30,8035744,56588.0,10.0,2025-12-02 00:15:51.240,128.0
PickPut,143,30,8037900,28688.0,15.0,2025-12-02 00:15:51.637,1216.0
PickPut,461,30,8035164,51880.0,30.0,2025-12-02 00:15:59.000,4269249.0
PickPut,480,30,8035776,48403.0,2.0,2025-12-02 00:16:00.393,3050.0
PickPut,475,20,8037330,57024.0,1.0,2025-12-02 00:16:17.057,6963635.0
PickPut,414,30,8035791,49652.0,3.0,2025-12-02 00:16:20.907,3327.0
PickPut,64,20,8037053,56545.0,1.0,2025-12-02 00:16:25.157,5575.0
PickPut,64,20,8037054,56545.0,1.0,2025-12-02 00:16:25.357,5575.0
PickPut,439,30,8037898,41979.0,6.0,2025-12-02 00:16:30.313,9318.0
PickPut,497,20,8036571,11498.0,1.0,2025-12-02 00:16:33.040,2414.0
PickPut,476,20,8036921,46362.0,1.0,2025-12-02 00:16:34.610,4942.0
PickPut,414,30,8035791,1205.0,1.0,2025-12-02 00:16:35.927,447.0
PickPut,414,30,8035744,1205.0,1.0,2025-12-02 00:16:36.627,447.0
PickPut,461,30,8035164,44904.0,12.0,2025-12-02 00:16:52.147,4255001.0
PickPut,217,20,8036984,369.0,1.0,2025-12-02 00:16:52.500,4592.0
PickPut,475,20,8037543,29028.0,1.0,2025-12-02 00:16:56.383,3876357.0
PickPut,475,20,8037544,29028.0,1.0,2025-12-02 00:16:57.107,3876357.0
PickPut,475,20,8037338,29028.0,1.0,2025-12-02 00:17:01.783,3876357.0
PickPut,414,30,8035744,49509.0,2.0,2025-12-02 00:17:02.910,10228.0
PickPut,476,20,8036922,31120.0,1.0,2025-12-02 00:17:14.240,4537.0
PickPut,143,30,8033678,52796.0,10.0,2025-12-02 00:17:23.903,3041.0
PickPut,475,20,8037535,3855.0,1.0,2025-12-02 00:17:35.520,3877032.0
PickPut,475,20,8037536,3855.0,1.0,2025-12-02 00:17:35.943,3877032.0
PickPut,475,20,8037537,3855.0,1.0,2025-12-02 00:17:36.307,3877032.0
PickPut,475,20,8037538,3855.0,1.0,2025-12-02 00:17:36.570,3877032.0
PickPut,475,20,8037539,3855.0,1.0,2025-12-02 00:17:38.413,3877032.0
PickPut,475,20,8037540,3855.0,1.0,2025-12-02 00:17:39.943,3877032.0
PickPut,475,20,8037541,3855.0,1.0,2025-12-02 00:17:40.160,3877032.0
PickPut,476,20,8036949,8377.0,1.0,2025-12-02 00:17:53.110,5206.0
PickPut,414,30,8035791,41925.0,10.0,2025-12-02 00:17:55.267,298.0
PickPut,143,30,8035744,50377.0,5.0,2025-12-02 00:18:09.743,1218.0
PickPut,435,20,8036783,46538.0,1.0,2025-12-02 00:18:23.840,4736.0
PickPut,435,20,8036784,46538.0,1.0,2025-12-02 00:18:24.093,4736.0
PickPut,435,20,8036791,46538.0,1.0,2025-12-02 00:18:24.303,4736.0
PickPut,435,20,8036792,46538.0,1.0,2025-12-02 00:18:24.513,4736.0
PickPut,435,20,8036793,46538.0,1.0,2025-12-02 00:18:24.723,4736.0
PickPut,435,20,8036797,46538.0,1.0,2025-12-02 00:18:24.927,4736.0
PickPut,499,30,8033931,55138.0,4.0,2025-12-02 00:18:25.103,5405357.0
PickPut,435,20,8036798,46538.0,1.0,2025-12-02 00:18:25.120,4736.0
PickPut,435,20,8036799,46538.0,1.0,2025-12-02 00:18:25.330,4736.0
PickPut,461,30,8035164,656.0,4.0,2025-12-02 00:18:26.650,7454018.0
PickPut,143,30,8035744,23032.0,4.0,2025-12-02 00:18:31.873,23295.0
PickPut,501,20,8037144,724.0,1.0,2025-12-02 00:18:34.080,4919.0
PickPut,501,20,8037145,724.0,1.0,2025-12-02 00:18:34.510,4919.0
PickPut,143,30,8035744,41728.0,5.0,2025-12-02 00:18:44.357,2029.0
PickPut,476,20,8036950,17365.0,1.0,2025-12-02 00:18:54.910,1421.0
PickPut,475,20,8037545,20943.0,1.0,2025-12-02 00:18:54.927,4760061.0
PickPut,475,20,8037546,20943.0,1.0,2025-12-02 00:18:55.190,4760061.0
PickPut,143,30,8035744,1192.0,10.0,2025-12-02 00:19:09.120,1220.0
PickPut,217,20,8037060,143.0,1.0,2025-12-02 00:19:14.723,230.0
PickPut,217,20,8037061,143.0,1.0,2025-12-02 00:19:14.960,230.0
PickPut,217,20,8037062,143.0,1.0,2025-12-02 00:19:15.243,230.0
PickPut,217,20,8037063,143.0,1.0,2025-12-02 00:19:15.490,230.0
PickPut,217,20,8037064,143.0,1.0,2025-12-02 00:19:15.690,230.0
PickPut,217,20,8037065,143.0,1.0,2025-12-02 00:19:15.880,230.0
PickPut,217,20,8037066,143.0,1.0,2025-12-02 00:19:16.090,230.0
PickPut,217,20,8037067,143.0,1.0,2025-12-02 00:19:16.287,230.0
PickPut,475,20,8037339,4777.0,1.0,2025-12-02 00:19:16.443,3875498.0
PickPut,217,20,8037068,143.0,1.0,2025-12-02 00:19:16.490,230.0
PickPut,475,20,8037340,4777.0,1.0,2025-12-02 00:19:16.653,3875498.0
PickPut,217,20,8037069,143.0,1.0,2025-12-02 00:19:16.700,230.0
PickPut,475,20,8037341,4777.0,1.0,2025-12-02 00:19:16.880,3875498.0
PickPut,217,20,8037070,143.0,1.0,2025-12-02 00:19:16.910,230.0
PickPut,217,20,8037071,143.0,1.0,2025-12-02 00:19:17.107,230.0
PickPut,475,20,8037342,4777.0,1.0,2025-12-02 00:19:17.107,3875498.0
PickPut,217,20,8037072,143.0,1.0,2025-12-02 00:19:17.303,230.0
PickPut,217,20,8037073,143.0,1.0,2025-12-02 00:19:17.580,230.0
PickPut,499,30,8033977,46119.0,2.0,2025-12-02 00:19:22.817,4716696.0
PickPut,476,20,8036923,49715.0,1.0,2025-12-02 00:19:25.813,2304733.0
PickPut,143,30,8035791,35877.0,7.0,2025-12-02 00:19:36.073,63407.0
PickPut,501,20,8037135,55978.0,1.0,2025-12-02 00:19:41.437,6960.0
PickPut,501,20,8037137,55978.0,1.0,2025-12-02 00:19:42.087,6960.0
PickPut,217,20,8036985,3961.0,1.0,2025-12-02 00:19:44.477,6805.0
PickPut,502,30,8033709,46119.0,1.0,2025-12-02 00:19:49.333,4716696.0
PickPut,444,20,8036545,31120.0,1.0,2025-12-02 00:19:51.117,4537.0
PickPut,444,20,8036546,31120.0,1.0,2025-12-02 00:19:51.303,4537.0
PickPut,444,20,8036547,31120.0,1.0,2025-12-02 00:19:51.493,4537.0
PickPut,461,30,8035146,57587.0,10.0,2025-12-02 00:20:02.873,4249125.0
PickPut,143,30,8035791,1192.0,7.0,2025-12-02 00:20:14.600,1220.0
PickPut,217,20,8037074,33267.0,1.0,2025-12-02 00:20:15.187,14120.0
PickPut,475,20,8037547,43831.0,1.0,2025-12-02 00:20:20.570,3985784.0
PickPut,475,20,8037548,43831.0,1.0,2025-12-02 00:20:22.197,3985784.0
PickPut,143,30,8035791,42956.0,5.0,2025-12-02 00:20:41.363,68130.0
PickPut,475,20,8037542,1140.0,1.0,2025-12-02 00:20:47.340,3990522.0
PickPut,501,20,8037125,47044.0,1.0,2025-12-02 00:20:49.600,749.0
PickPut,501,20,8037136,47044.0,1.0,2025-12-02 00:20:49.763,749.0
